"INDIVIDUO","PLOT","ROW","COL","TIPO","GEN","PLANTA","geo_coordinates","Altura De Planta (cm)","Altura De Cápsulas","Número De Ramificações","Número De Plantas D","Número De Plantas M","Massa De Cápsula","Cápsulas","Massa De Grãos","Grãos - contagem","Grãos - Cor","Obs","Colheita","Florescimento Inicial","Florescimento Final","Severidade De Doenças","Acamamento","Cor Do grãos","Foto MMG","Massa MMG","RGB"
"503","101","7","11","MARROM","G219","P3","","100","88","3",,,"0.62","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F503_C%C3%A1psulas_1_2023-11-23-02-22-05.jpg","0.49","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F503_Gr%C3%A3os%20-%20contagem_1_2023-11-23-02-39-27.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F503_Gr%C3%A3os%20-%20Cor_1_2023-11-23-02-39-49.jpg",,,,,,,,,,
"504","101","7","11","MARROM","G219","P4","","102","72","2",,,"0.63","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F504_C%C3%A1psulas_1_2023-11-23-02-23-05.jpg","0.34","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F504_Gr%C3%A3os%20-%20contagem_1_2023-11-23-02-40-42.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F504_Gr%C3%A3os%20-%20Cor_1_2023-11-23-02-40-59.jpg",,,,,,,,,,
"505","101","7","11","MARROM","G219","P5","","96","56","3",,,"4.90","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F505_C%C3%A1psulas_1_2023-11-23-02-23-55.jpg","2.81","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F505_Gr%C3%A3os%20-%20contagem_1_2023-11-23-02-42-18.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F505_Gr%C3%A3os%20-%20Cor_1_2023-11-23-02-42-32.jpg",,,,,,,,,,
"506","102","7","12","MARROM","G220","P1","","94","79","2",,,"0.33","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F506_C%C3%A1psulas_1_2024-02-07-11-43-49.jpg","0.20","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F506_Gr%C3%A3os%20-%20contagem_1_2024-02-07-11-49-42.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F506_Gr%C3%A3os%20-%20Cor_2_2024-02-07-11-49-57.jpg",,,,,,,,,,
"507","102","7","12","MARROM","G220","P2","","94","78","4",,,"0.45","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F507_C%C3%A1psulas_1_2024-02-07-11-45-26.jpg","0.28","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F507_Gr%C3%A3os%20-%20contagem_2_2024-02-07-11-52-50.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F507_Gr%C3%A3os%20-%20Cor_2_2024-02-07-11-53-04.jpg",,,,,,,,,,
"508","102","7","12","MARROM","G220","P3","","99","85","1",,,"0.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F508_C%C3%A1psulas_1_2024-02-07-11-54-23.jpg","0.10","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F508_Gr%C3%A3os%20-%20contagem_1_2024-02-07-11-59-53.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F508_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-00-23.jpg",,,,,,,,,,
"509","102","7","12","MARROM","G220","P4","","99","88","2",,,"0.1","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F509_C%C3%A1psulas_1_2024-02-07-12-01-43.jpg","0.05","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F509_Gr%C3%A3os%20-%20contagem_1_2024-02-07-12-04-44.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F509_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-05-19.jpg",,,,,,,,,,
"510","102","7","12","MARROM","G220","P5","","89","72","4",,,"0.02","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F510_C%C3%A1psulas_1_2024-02-07-12-08-36.jpg","0.004","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F510_Gr%C3%A3os%20-%20contagem_1_2024-02-07-12-12-00.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F510_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-12-13.jpg",,,,,,,,,,
"511","103","7","13","MARROM","G221","P1","","86","59","1","21",,"0.63","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F511_C%C3%A1psulas_1_2023-10-24-12-52-31.jpg","0.42","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F511_Gr%C3%A3os%20-%20contagem_1_2023-10-24-01-09-34.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F511_Gr%C3%A3os%20-%20Cor_1_2023-10-24-01-10-52.jpg",,,,,,,,,,
"512","103","7","13","MARROM","G221","P2","","80","53","2",,,"0.52","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F512_C%C3%A1psulas_1_2023-10-24-12-54-46.jpg","0.32","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F512_Gr%C3%A3os%20-%20contagem_1_2023-10-24-01-16-30.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F512_Gr%C3%A3os%20-%20Cor_1_2023-10-24-01-18-26.jpg",,,,,,,,,,
"513","103","7","13","MARROM","G221","P3","","86","47","4",,,"3.68","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F513_C%C3%A1psulas_1_2023-10-24-12-56-32.jpg","2.31","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F513_Gr%C3%A3os%20-%20contagem_1_2023-10-24-01-31-35.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F513_Gr%C3%A3os%20-%20Cor_1_2023-10-24-01-32-24.jpg",,,,,,,,,,
"514","103","7","13","MARROM","G221","P4","","87","54","1",,,"2.47","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F514_C%C3%A1psulas_1_2023-10-24-12-58-48.jpg","1.94","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F514_Gr%C3%A3os%20-%20contagem_1_2023-10-24-01-38-37.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F514_Gr%C3%A3os%20-%20Cor_1_2023-10-24-01-39-39.jpg",,,,,,,,,,
"515","103","7","13","MARROM","G221","P5","","91","53","5",,,"3.04","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F515_C%C3%A1psulas_1_2023-10-24-01-00-34.jpg","2.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F515_Gr%C3%A3os%20-%20contagem_1_2023-10-24-01-47-35.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F515_Gr%C3%A3os%20-%20Cor_1_2023-10-24-01-48-28.jpg",,,,,,,,,,
"516","104","7","14","MARROM","G222","P1","","104","87","4",,,"0.78","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F516_C%C3%A1psulas_1_2024-02-07-12-34-25.jpg","0.59","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F516_Gr%C3%A3os%20-%20contagem_1_2024-02-07-12-43-55.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F516_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-44-20.jpg",,,,,,,,,,
"517","104","7","14","MARROM","G222","P2","","107","91","4",,,"2.58","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F517_C%C3%A1psulas_1_2024-02-07-12-36-18.jpg","1.89","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F517_Gr%C3%A3os%20-%20contagem_1_2024-02-07-12-54-58.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F517_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-55-12.jpg",,,,,,,,,,
"518","104","7","14","MARROM","G222","P3","","105","85","5",,,"0.86","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F518_C%C3%A1psulas_1_2024-02-07-12-37-31.jpg","0.63","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F518_Gr%C3%A3os%20-%20contagem_1_2024-02-07-12-58-36.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F518_Gr%C3%A3os%20-%20Cor_1_2024-02-07-12-58-44.jpg",,,,,,,,,,
"519","104","7","14","MARROM","G222","P4","","112","84","4",,,"0.66","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F519_C%C3%A1psulas_1_2024-02-07-12-38-55.jpg","0.40","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F519_Gr%C3%A3os%20-%20contagem_1_2024-02-07-01-00-33.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F519_Gr%C3%A3os%20-%20Cor_1_2024-02-07-01-00-46.jpg",,,,,,,,,,
"520","104","7","14","MARROM","G222","P5","","107","90","4",,,"1.14","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F520_C%C3%A1psulas_1_2024-02-07-12-39-59.jpg","0.81","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F520_Gr%C3%A3os%20-%20contagem_1_2024-02-07-01-04-57.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F520_Gr%C3%A3os%20-%20Cor_1_2024-02-07-01-05-08.jpg",,,,,,,,,,
"521","105","7","15","MARROM","G223","P1","","100","54","11",,,"13.45","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F521_C%C3%A1psulas_1_2024-02-22-12-17-34.jpg","9.51","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F521_Gr%C3%A3os%20-%20contagem_1_2024-02-22-12-41-19.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F521_Gr%C3%A3os%20-%20Cor_1_2024-02-22-12-44-26.jpg",,,,,,,,,,
"522","105","7","15","MARROM","G223","P2","","90","58","6",,,"6.28","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F522_C%C3%A1psulas_1_2024-02-22-12-26-15.jpg","5.01","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F522_Gr%C3%A3os%20-%20contagem_1_2024-02-22-12-43-39.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F522_Gr%C3%A3os%20-%20Cor_1_2024-02-22-12-43-53.jpg",,,,,,,,,,
"523","105","7","15","MARROM","G223","P3","","88","52","5",,,"7.23","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F523_C%C3%A1psulas_1_2024-02-22-12-27-44.jpg","5.51","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F523_Gr%C3%A3os%20-%20contagem_1_2024-02-22-12-45-42.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F523_Gr%C3%A3os%20-%20Cor_1_2024-02-22-12-45-52.jpg",,,,,,,,,,
"524","105","7","15","MARROM","G223","P4","","92","57","4",,,"8.19","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F524_C%C3%A1psulas_1_2024-02-22-12-29-18.jpg","6.49","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F524_Gr%C3%A3os%20-%20contagem_1_2024-02-22-12-47-16.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F524_Gr%C3%A3os%20-%20Cor_1_2024-02-22-12-47-25.jpg",,,,,,,,,,
"525","105","7","15","MARROM","G223","P5","","92","66","5",,,"3.36","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F525_C%C3%A1psulas_1_2024-02-22-12-36-21.jpg","2.63","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F525_Gr%C3%A3os%20-%20contagem_1_2024-02-22-12-48-45.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F525_Gr%C3%A3os%20-%20Cor_1_2024-02-22-12-48-55.jpg",,,,,,,,,,
"526","106","8","1","MARROM","G224","P1","","91","58","3",,,"2.92","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F526_C%C3%A1psulas_1_2024-02-22-01-37-14.jpg","2.57","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F526_Gr%C3%A3os%20-%20contagem_1_2024-02-22-01-50-43.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F526_Gr%C3%A3os%20-%20Cor_1_2024-02-22-01-50-52.jpg",,,,,,,,,,
"527","106","8","1","MARROM","G224","P2","","95","58","2",,,"3.96","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F527_C%C3%A1psulas_1_2024-02-22-01-38-40.jpg","3.21","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F527_Gr%C3%A3os%20-%20contagem_1_2024-02-22-01-52-08.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F527_Gr%C3%A3os%20-%20Cor_1_2024-02-22-01-52-24.jpg",,,,,,,,,,
"528","106","8","1","MARROM","G224","P3","","89","60","1",,,"2.21","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F528_C%C3%A1psulas_1_2024-02-22-01-40-58.jpg","1.68","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F528_Gr%C3%A3os%20-%20contagem_1_2024-02-22-02-02-02.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F528_Gr%C3%A3os%20-%20Cor_1_2024-02-22-02-02-12.jpg",,,,,,,,,,
"529","106","8","1","MARROM","G224","P4","","93","61",,,,"1.34","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F529_C%C3%A1psulas_1_2024-02-22-01-41-53.jpg","1.05","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F529_Gr%C3%A3os%20-%20contagem_1_2024-02-22-02-03-40.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F529_Gr%C3%A3os%20-%20Cor_1_2024-02-22-02-03-54.jpg",,,,,,,,,,
"530","106","8","1","MARROM","G224","P5","","90","52","2",,,"3.71","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F530_C%C3%A1psulas_1_2024-02-22-01-43-04.jpg","2.88","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F530_Gr%C3%A3os%20-%20contagem_1_2024-02-22-02-06-59.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F530_Gr%C3%A3os%20-%20Cor_1_2024-02-22-02-07-07.jpg",,,,,,,,,,
"531","107","8","2","MARROM","G225","P1","","76","51","2",,,"1.34","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F531_C%C3%A1psulas_1_2024-02-20-03-16-11.jpg","1.16","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F531_Gr%C3%A3os%20-%20contagem_1_2024-02-20-03-22-02.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F531_Gr%C3%A3os%20-%20Cor_1_2024-02-20-03-24-09.jpg",,,,,,,,,,
"532","107","8","2","MARROM","G225","P2","","81","51","4",,,"4.69","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F532_C%C3%A1psulas_1_2024-02-20-03-17-39.jpg","3.81","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F532_Gr%C3%A3os%20-%20contagem_1_2024-02-20-03-25-01.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F532_Gr%C3%A3os%20-%20Cor_1_2024-02-20-03-25-16.jpg",,,,,,,,,,
"533","107","8","2","MARROM","G225","P3","","81","47","4",,,"1.93","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F533_C%C3%A1psulas_1_2024-02-20-03-18-30.jpg","1.58","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F533_Gr%C3%A3os%20-%20contagem_1_2024-02-20-03-27-36.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F533_Gr%C3%A3os%20-%20Cor_1_2024-02-20-03-28-01.jpg",,,,,,,,,,
